ID,code,name
77ec702e-63ec-44e8-b61e-2f7b172bd3fb,ASPAC,Asia Pacific
80656874-6a80-4416-84de-7e7365fa5b5c,EMEA,Europe Middle East Africa
d97b791f-c63e-411f-8db0-93940bd20d1b,NA,North America
75650f3c-ed90-4fff-a937-4402cf5df9c7,LATAM,Latin America
